transaction_id,transaction_date,branch_id,product_id,quantity,unit_price,discount_pct,revenue,cost
TRX0004052,2023-07-02,BR004,PD011,11.0,20000,0.05,209000.0,181500
TRX0004053,2023-07-03,BR003,PD006,5.0,3500,0.0,17500.0,14000
TRX0004054,2023-07-03,BR002,PD001,18.0,22000,0.05,376200.0,333000
TRX0004055,2023-07-03,BR007,PD015,26.0,1800,0.0,46800.0,31200
TRX0004056,2023-07-03,BR002,PD014,20.0,3300,0.0,66000.0,54000
TRX0004057,2023-07-03,BR002,PD025,474.0,34000,0.0,16116000.0,13272000
TRX0004058,2023-07-03,BR004,PD001,-49.0,22000,0.0,-1078000.0,906500
TRX0004059,2023-07-03,BR004,PD006,27.0,3500,0.1,85050.0,75600
TRX0004060,2023-07-03,BR002,PD006,49.0,3500,0.0,171500.0,137200
TRX0004061,2023-07-03,BR004,PD015,12.0,1800,0.0,21600.0,14400
TRX0004062,2023-07-03,BR004,PD001,7.0,22000,0.0,154000.0,129500
TRX0004063,2023-07-03,BR007,PD016,3.0,11000,0.15,28050.0,25500
TRX0004064,2023-07-03,BR004,PD005,10.0,24000,0.0,240000.0,195000
TRX0004065,2023-07-03,BR004,PD019,147.0,2500,0.0,367500.0,264600
TRX0004066,2023-07-03,BR006,PD021,25.0,3000,0.1,67500.0,55000
TRX0004067,2023-07-03,BR004,PD022,35.0,45000,0.0,1575000.0,1330000
TRX0004068,2023-07-04,BR001,PD025,10.0,34000,0.1,306000.0,280000
TRX0004069,2023-07-04,BR006,PD019,38.0,2500,0.0,95000.0,68400
TRX0004070,2023-07-04,BR006,PD001,22.0,22000,0.0,484000.0,407000
TRX0004071,2023-07-04,BR006,PD023,26.0,12000,0.0,312000.0,247000
TRX0004072,2023-07-04,BR004,PD019,476.0,2500,0.0,1190000.0,856800
TRX0004073,2023-07-04,BR002,PD006,39.0,3500,0.0,136500.0,109200
TRX0004074,2023-07-04,BR001,PD018,27.0,3500,0.1,85050.0,67500
TRX0004075,2023-07-04,BR008,PD008,29.0,11000,0.15,271150.0,246500
TRX0004076,2023-07-04,BR008,PD005,47.0,24000,0.0,1128000.0,916500
TRX0004077,2023-07-04,BR006,PD025,279.0,34000,0.0,9486000.0,7812000
TRX0004078,2023-07-04,BR002,PD022,69.0,45000,0.1,2794500.0,2622000
TRX0004079,2023-07-04,BR005,PD012,27.0,18500,0.0,499500.0,405000
TRX0004080,2023-07-04,BR001,PD001,41.0,22000,0.15,766700.0,758500
TRX0004081,2023-07-04,BR006,PD003,20.0,6000,0.0,120000.0,90000
TRX0004082,2023-07-04,BR006,PD021,44.0,3000,0.0,132000.0,96800
TRX0004083,2023-07-04,BR006,PD007,452.0,3300,0.0,1491600.0,1220400
TRX0004084,2023-07-04,BR002,PD025,20.0,34000,0.15,578000.0,560000
TRX0004085,2023-07-04,BR004,PD019,416.0,2500,0.1,936000.0,748800
TRX0004086,2023-07-04,BR002,PD009,371.0,2000,0.0,742000.0,556500
TRX0004087,2023-07-05,BR002,PD001,3.0,22000,0.15,56100.0,55500
TRX0004088,2023-07-05,BR002,PD011,6.0,20000,0.1,108000.0,99000
TRX0004089,2023-07-05,BR002,PD009,15.0,2000,0.15,25500.0,22500
TRX0004090,2023-07-05,BR001,PD001,27.0,22000,0.05,564300.0,499500
TRX0004091,2023-07-05,BR002,PD024,10.0,92000,0.0,920000.0,780000
TRX0004092,2023-07-05,BR003,PD020,9.0,2200,0.05,18810.0,13500
TRX0004093,2023-07-05,BR001,PD008,33.0,11000,0.1,326700.0,280500
TRX0004094,2023-07-05,BR001,PD012,32.0,18500,0.0,592000.0,480000
TRX0004095,2023-07-05,BR004,PD004,97.0,28000,0.1,2444400.0,2134000
TRX0004096,2023-07-05,BR001,PD012,6.0,18500,0.0,111000.0,90000
TRX0004097,2023-07-05,BR006,PD016,41.0,11000,0.0,451000.0,348500
TRX0004098,2023-07-05,BR004,PD009,36.0,2000,0.1,64800.0,54000
TRX0004099,2023-07-05,BR001,PD009,2.0,2000,0.0,4000.0,3000
TRX0004100,2023-07-05,BR007,PD007,462.0,3300,0.0,1524600.0,1247400
TRX0004101,2023-07-05,BR006,PD025,4.0,34000,0.0,136000.0,112000
TRX0004102,2023-07-05,BR008,PD001,1.0,22000,0.05,20900.0,18500
TRX0004103,2023-07-05,BR002,PD001,132.0,22000,0.0,2904000.0,2442000
TRX0004104,2023-07-05,BR002,PD020,203.0,2200,0.0,446600.0,304500
TRX0004105,2023-07-05,BR001,PD010,25.0,6500,0.0,162500.0,120000
TRX0004106,2023-07-06,BR004,PD019,34.0,2500,0.15,72250.0,61200
TRX0004107,2023-07-06,BR005,PD001,30.0,22000,0.15,561000.0,555000
TRX0004108,2023-07-06,BR006,PD012,25.0,18500,0.1,416250.0,375000
TRX0004109,2023-07-06,BR005,PD011,45.0,20000,0.0,900000.0,742500
TRX0004110,2023-07-06,BR008,PD012,28.0,18500,0.05,492100.0,420000
TRX0004111,2023-07-06,BR002,PD014,498.0,3300,0.15,1396890.0,1344600
TRX0004112,2023-07-06,BR008,PD021,49.0,3000,0.1,132300.0,107800
TRX0004113,2023-07-06,BR003,PD004,45.0,28000,0.15,1071000.0,990000
TRX0004114,2023-07-06,BR008,PD014,117.0,3300,0.0,386100.0,315900
TRX0004115,2023-07-06,BR003,PD022,56.0,45000,0.15,2142000.0,2128000
TRX0004116,2023-07-06,BR005,PD014,49.0,3300,0.05,153615.0,132300
TRX0004117,2023-07-06,BR006,PD023,9.0,12000,0.05,102600.0,85500
TRX0004118,2023-07-06,BR004,PD025,213.0,34000,0.1,6517800.0,5964000
TRX0004119,2023-07-06,BR002,PD006,19.0,3500,0.0,66500.0,53200
TRX0004120,2023-07-06,BR005,PD025,434.0,34000,0.0,14756000.0,12152000
TRX0004121,2023-07-06,BR004,PD015,10.0,1800,0.0,18000.0,12000
TRX0004122,2023-07-06,BR001,PD010,36.0,6500,0.1,210600.0,172800
TRX0004123,2023-07-07,BR006,PD024,32.0,92000,0.1,2649600.0,2496000
TRX0004124,2023-07-07,BR005,PD021,32.0,3000,0.0,96000.0,70400
TRX0004125,2023-07-07,BR002,PD011,6.0,20000,0.0,120000.0,99000
TRX0004126,2023-07-07,BR001,PD014,48.0,3300,0.0,158400.0,129600
TRX0004127,2023-07-07,BR002,PD018,38.0,3500,0.0,133000.0,95000
TRX0004128,2023-07-07,BR002,PD018,17.0,3500,0.15,50575.0,42500
TRX0004129,2023-07-07,BR001,PD023,10.0,12000,0.0,120000.0,95000
TRX0004130,2023-07-07,BR001,PD001,27.0,22000,0.05,564300.0,499500
TRX0004131,2023-07-07,BR002,PD018,35.0,3500,0.0,122500.0,87500
TRX0004132,2023-07-07,BR005,PD001,21.0,22000,0.1,415800.0,388500
TRX0004133,2023-07-07,BR001,PD003,25.0,6000,0.0,150000.0,112500
TRX0004134,2023-07-07,BR007,PD002,28.0,15000,0.15,357000.0,336000
TRX0004135,2023-07-07,BR007,PD004,47.0,28000,0.05,1250200.0,1034000
TRX0004136,2023-07-07,BR004,PD014,15.0,3300,0.15,42075.0,40500
TRX0004137,2023-07-07,BR006,PD001,4.0,22000,0.15,74800.0,74000
TRX0004138,2023-07-07,BR004,PD021,29.0,3000,0.1,78300.0,63800
TRX0004139,2023-07-07,BR008,PD009,9.0,2000,0.0,18000.0,13500
TRX0004140,2023-07-07,BR007,PD025,27.0,34000,0.15,780300.0,756000
TRX0004141,2023-07-07,BR003,PD023,26.0,12000,0.0,312000.0,247000
TRX0004142,2023-07-07,BR001,PD003,452.0,6000,0.0,2712000.0,2034000
TRX0004143,2023-07-07,BR005,PD016,28.0,11000,0.0,308000.0,238000
TRX0004144,2023-07-07,BR006,PD025,17.0,34000,0.0,578000.0,476000
TRX0004145,2023-07-07,BR002,PD022,43.0,45000,0.0,1935000.0,1634000
TRX0004146,2023-07-07,BR006,PD006,41.0,3500,0.05,136325.0,114800
TRX0004147,2023-07-07,BR008,PD015,42.0,1800,0.1,68040.0,50400
TRX0004148,2023-07-08,BR002,PD010,44.0,6500,0.15,243100.0,211200
TRX0004149,2023-07-08,BR001,PD004,-480.0,28000,0.15,-11424000.0,10560000
TRX0004150,2023-07-08,BR006,PD014,26.0,3300,0.1,77220.0,70200
TRX0004151,2023-07-08,BR001,PD006,54.0,3500,0.0,189000.0,151200
TRX0004152,2023-07-08,BR001,PD023,36.0,12000,0.1,388800.0,342000
TRX0004153,2023-07-08,BR007,PD013,54.0,14500,0.0,783000.0,621000
TRX0004154,2023-07-08,BR006,PD008,128.0,11000,0.05,1337600.0,1088000
TRX0004155,2023-07-08,BR008,PD006,,3500,0.0,,882000
TRX0004156,2023-07-08,BR001,PD003,52.0,6000,0.0,312000.0,234000
TRX0004157,2023-07-08,BR003,PD014,5.0,3300,0.0,16500.0,13500
TRX0004158,2023-07-08,BR006,PD025,49.0,34000,0.0,1666000.0,1372000
TRX0004159,2023-07-08,BR007,PD010,553.0,6500,0.0,3594500.0,2654400
TRX0004160,2023-07-08,BR002,PD001,39.0,22000,0.0,858000.0,721500
TRX0004161,2023-07-08,BR001,PD006,46.0,3500,0.0,161000.0,128800
TRX0004162,2023-07-08,BR006,PD019,12.0,2500,0.0,30000.0,21600
TRX0004163,2023-07-08,BR008,PD016,3.0,11000,0.0,33000.0,25500
TRX0004164,2023-07-08, BR005 ,PD006,37.0,3500,0.0,129500.0,103600
TRX0004165,2023-07-08,BR003,PD007,436.0,3300,0.15,1222980.0,1177200
TRX0004166,2023-07-08,BR006,PD007,18.0,3300,0.0,59400.0,48600
TRX0004167,2023-07-08,BR007,PD025,20.0,34000,0.0,680000.0,560000
TRX0004168,2023-07-08,BR002,PD021,34.0,3000,0.1,91800.0,74800
TRX0004169,2023-07-08,BR002,PD009,55.0,2000,0.15,93500.0,82500
TRX0004170,2023-07-08,BR008,PD007,11.0,3300,0.0,36300.0,29700
TRX0004171,2023-07-08,BR004,PD011,20.0,20000,0.05,380000.0,330000
TRX0004172,2023-07-08,BR001,PD007,43.0,3300,0.15,120615.0,116100
TRX0004173,2023-07-09,BR004,PD025,14.0,34000,0.0,476000.0,392000
TRX0004174,2023-07-09,BR007,PD018,52.0,3500,0.0,182000.0,130000
TRX0004175,2023-07-09,BR006,PD025,501.0,34000,0.0,17034000.0,14028000
TRX0004176,2023-07-09,BR008,PD015,11.0,1800,0.05,18810.0,13200
TRX0004177,2023-07-09,BR004,PD022,43.0,45000,0.1,1741500.0,1634000
TRX0004178,2023-07-09,BR004,PD002,1.0,15000,0.0,15000.0,12000
TRX0004179,2023-07-09,BR003,PD001,488.0,22000,0.0,10736000.0,9028000
TRX0004180,2023-07-09,BR002,PD014,161.0,3300,0.0,531300.0,434700
TRX0004181,2023-07-09,BR002,PD006,52.0,3500,0.0,182000.0,145600
TRX0004182,2023-07-09,BR003,PD019,9.0,2500,0.0,22500.0,16200
TRX0004183,2023-07-09,BR001,PD007,52.0,3300,0.0,171600.0,140400
TRX0004184,2023-07-09, BR006 ,PD005,48.0,24000,0.0,1152000.0,936000
TRX0004185,2023-07-09,BR005,PD006,19.0,3500,0.0,66500.0,53200
TRX0004186,2023-07-09,BR001,PD018,10.0,3500,0.0,35000.0,25000
TRX0004187,2023-07-09,BR001,PD004,6.0,28000,0.15,142800.0,132000
TRX0004188,2023-07-09,BR002,PD007,49.0,3300,0.0,161700.0,132300
TRX0004189,2023-07-09,BR007,PD021,28.0,3000,0.1,75600.0,61600
TRX0004190,2023-07-09,BR004,PD011,44.0,20000,0.05,836000.0,726000
TRX0004191,2023-07-09,BR007,PD001,56.0,22000,0.0,1232000.0,1036000
TRX0004192,2023-07-09,BR002,PD005,566.0,24000,0.0,13584000.0,11037000
TRX0004193,2023-07-10,BR006,PD002,9.0,15000,0.0,135000.0,108000
TRX0004194,2023-07-10,BR001,PD010,18.0,6500,0.15,99450.0,86400
TRX0004195,2023-07-10,BR003,PD021,21.0,3000,0.0,63000.0,46200
TRX0004196,2023-07-10,BR006,PD022,2.0,45000,0.0,90000.0,76000
TRX0004197,2023-07-10,BR001,PD018,43.0,3500,0.05,142975.0,107500
TRX0004198,2023-07-10,BR004,PD015,172.0,1800,0.0,309600.0,206400
TRX0004199,2023-07-10,BR002,PD024,38.0,92000,0.05,3321200.0,2964000
TRX0004200,2023-07-10,BR002,PD019,40.0,2500,0.0,100000.0,72000
TRX0004201,2023-07-10,BR004,PD016,36.0,11000,0.15,336600.0,306000
TRX0004202,2023-07-10,BR005,PD009,163.0,2000,0.0,326000.0,244500
TRX0004203,2023-07-10,BR005,PD019,43.0,2500,0.1,96750.0,77400
TRX0004204,2023-07-10,BR004,PD006,86.0,3500,0.05,285950.0,240800
TRX0004205,2023-07-10,BR003,PD009,15.0,2000,0.0,30000.0,22500
TRX0004206,2023-07-10,BR008,PD008,28.0,11000,0.0,308000.0,238000
TRX0004207,2023-07-10,BR001,PD024,18.0,92000,0.15,1407600.0,1404000
TRX0004208,2023-07-10,BR004,PD019,34.0,2500,0.05,80750.0,61200
TRX0004209,2023-07-10,BR001,PD006,22.0,3500,0.05,73150.0,61600
TRX0004210,2023-07-10,BR001,PD018,11.0,3500,0.1,34650.0,27500
TRX0004211,2023-07-10,BR007,PD004,13.0,28000,0.1,327600.0,286000
TRX0004212,2023-07-10,BR004,PD025,4.0,34000,0.05,129200.0,112000
TRX0004213,2023-07-11,BR004,PD013,43.0,14500,0.0,623500.0,494500
TRX0004214,2023-07-11,BR003,PD022,359.0,45000,0.0,16155000.0,13642000
TRX0004215,2023-07-11,BR002,PD001,24.0,22000,0.1,475200.0,444000
TRX0004216,2023-07-11,BR003,PD022,4.0,45000,0.0,180000.0,152000
TRX0004217,2023-07-11,BR002,PD022,28.0,45000,0.0,1260000.0,1064000
TRX0004218,2023-07-11,BR003,PD005,256.0,24000,0.0,6144000.0,4992000
TRX0004219,2023-07-11,BR001,PD025,1.0,34000,0.05,32300.0,28000
TRX0004220,2023-07-11,BR007,PD006,3.0,3500,0.0,10500.0,8400
TRX0004221,2023-07-11,BR004,PD017,14.0,15500,0.1,195300.0,168000
TRX0004222,2023-07-11,BR002,PD022,471.0,45000,0.0,21195000.0,17898000
TRX0004223,2023-07-11,BR008,PD024,1.0,92000,0.0,92000.0,78000
TRX0004224,2023-07-11,BR007,PD023,38.0,12000,0.05,433200.0,361000
TRX0004225,2023-07-11,BR004,PD001,38.0,22000,0.0,836000.0,703000
TRX0004226,2023-07-11,BR008,PD016,21.0,11000,0.0,231000.0,178500
TRX0004227,2023-07-11,BR002,PD019,48.0,2500,0.1,108000.0,86400
TRX0004228,2023-07-11,BR004,PD007,462.0,3300,0.1,1372140.0,1247400
TRX0004229,2023-07-11,BR001,PD007,5.0,3300,0.05,15675.0,13500
TRX0004230,2023-07-11,BR006,PD021,49.0,3000,0.0,147000.0,107800
TRX0004231,2023-07-11,BR001,PD023,10.0,12000,0.15,102000.0,95000
TRX0004232,2023-07-11,BR006,PD014,28.0,3300,0.0,92400.0,75600
TRX0004233,2023-07-11,BR006,PD006,70.0,3500,0.1,220500.0,196000
TRX0004234,2023-07-11,BR002,PD014,,3300,0.0,,18900
TRX0004235,2023-07-11,BR007,PD006,3.0,3500,0.0,10500.0,8400
TRX0004236,2023-07-12,BR001,PD014,35.0,3300,0.05,109725.0,94500
TRX0004237,2023-07-12,BR001,PD012,4.0,18500,0.0,74000.0,60000
TRX0004238,2023-07-12,BR008,PD003,5.0,6000,0.0,30000.0,22500
TRX0004239,2023-07-12,BR008,PD007,1.0,3300,0.0,3300.0,2700
TRX0004240,2023-07-12,BR006,PD013,4.0,14500,0.0,58000.0,46000
TRX0004241,2023-07-12,BR003,PD024,12.0,92000,0.15,938400.0,936000
TRX0004242,2023-07-12,BR004,PD006,27.0,3500,0.0,94500.0,75600
TRX0004243,2023-07-12,BR002,PD019,42.0,2500,0.0,105000.0,75600
TRX0004244,2023-07-12,BR003,PD012,23.0,18500,0.0,425500.0,345000
TRX0004245,2023-07-12,BR001,PD012,25.0,18500,0.1,416250.0,375000
TRX0004246,2023-07-12,BR003,PD021,21.0,3000,0.05,59850.0,46200
TRX0004247,2023-07-12,BR005,PD006,24.0,3500,0.0,84000.0,67200
TRX0004248,2023-07-12,BR004,PD007,25.0,3300,0.0,82500.0,67500
TRX0004249,2023-07-12,BR007,PD007,45.0,3300,0.0,148500.0,121500
TRX0004250,2023-07-12,BR003,PD012,46.0,18500,0.0,851000.0,690000
TRX0004251,2023-07-12,BR002,PD006,32.0,3500,0.15,95200.0,89600
TRX0004252,2023-07-12,BR008,PD023,32.0,12000,0.1,345600.0,304000
TRX0004253,2023-07-12, BR008 ,PD012,5.0,18500,0.0,92500.0,75000
TRX0004254,2023-07-12,BR005,PD004,85.0,28000,0.15,2023000.0,1870000
TRX0004255,2023-07-12,BR003,PD018,159.0,3500,0.05,528675.0,397500
TRX0004256,2023-07-12,BR005,PD008,42.0,11000,0.1,415800.0,357000
TRX0004257,2023-07-12,BR004,PD012,49.0,18500,0.15,770525.0,735000
TRX0004258,2023-07-12,BR006,PD014,411.0,3300,0.05,1288485.0,1109700
TRX0004259,2023-07-12,BR002,PD001,39.0,22000,0.0,858000.0,721500
TRX0004260,2023-07-12,BR002,PD008,16.0,11000,0.1,158400.0,136000
TRX0004261,2023-07-12,BR005,PD004,33.0,28000,0.05,877800.0,726000
TRX0004262,2023-07-12,BR008,PD007,418.0,3300,0.05,1310430.0,1128600
TRX0004263,2023-07-13,BR006,PD007,45.0,3300,0.15,126225.0,121500
TRX0004264,2023-07-13,BR004,PD019,35.0,2500,0.05,83125.0,63000
TRX0004265,2023-07-13,BR003,PD006,39.0,3500,0.0,136500.0,109200
TRX0004266,2023-07-13,BR007,PD006,22.0,3500,0.0,77000.0,61600
TRX0004267,2023-07-13,BR002,PD006,41.0,3500,0.0,143500.0,114800
TRX0004268,2023-07-13,BR002,PD001,5.0,22000,0.15,93500.0,92500
TRX0004269,2023-07-13,BR001,PD019,42.0,2500,0.0,105000.0,75600
TRX0004270,2023-07-13,BR004,PD015,136.0,1800,0.0,244800.0,163200
TRX0004271,2023-07-13,BR001,PD007,17.0,3300,0.1,50490.0,45900
TRX0004272,2023-07-13,BR002,PD021,12.0,3000,0.1,32400.0,26400
TRX0004273,2023-07-13,BR003,PD024,-23.0,92000,0.1,-1904400.0,1794000
TRX0004274,2023-07-13,BR002,PD023,16.0,12000,0.1,172800.0,152000
TRX0004275,2023-07-13,BR001,PD025,463.0,34000,0.0,15742000.0,12964000
TRX0004276,2023-07-13,BR002,PD021,22.0,3000,0.1,59400.0,48400
TRX0004277,2023-07-13,BR001,PD012,334.0,18500,0.0,6179000.0,5010000
TRX0004278,2023-07-14,BR006,PD002,209.0,15000,0.05,2978250.0,2508000
TRX0004279,2023-07-14,BR001,PD008,46.0,11000,0.0,506000.0,391000
TRX0004280,2023-07-14,BR002,PD005,47.0,24000,0.0,1128000.0,916500
TRX0004281,2023-07-14,BR002,PD014,161.0,3300,0.05,504735.0,434700
TRX0004282,2023-07-14,BR002,PD012,-456.0,18500,0.1,-7592400.0,6840000
TRX0004283,2023-07-14,BR008,PD001,45.0,22000,0.0,990000.0,832500
TRX0004284,2023-07-14,BR001,PD008,17.0,11000,0.1,168300.0,144500
TRX0004285,2023-07-14,BR005,PD006,40.0,3500,0.0,140000.0,112000
TRX0004286,2023-07-14,BR001,PD019,21.0,2500,0.0,52500.0,37800
TRX0004287,2023-07-14,BR004,PD021,2.0,3000,0.15,5100.0,4400
TRX0004288,2023-07-14,BR008,PD014,37.0,3300,0.0,122100.0,99900
TRX0004289,2023-07-14,BR006,PD012,6.0,18500,0.0,111000.0,90000
TRX0004290,2023-07-14,BR001,PD016,44.0,11000,0.0,484000.0,374000
TRX0004291,2023-07-14,BR002,PD019,18.0,2500,0.0,45000.0,32400
TRX0004292,2023-07-14,BR001,PD022,30.0,45000,0.0,1350000.0,1140000
TRX0004293,2023-07-14,BR004,PD009,22.0,2000,0.0,44000.0,33000
TRX0004294,2023-07-14,BR004,PD017,295.0,15500,0.1,4115250.0,3540000
TRX0004295,2023-07-14,BR007,PD015,33.0,1800,0.0,59400.0,39600
TRX0004296,2023-07-14,BR006,PD024,463.0,92000,0.0,42596000.0,36114000
TRX0004297,2023-07-14,BR002,PD014,258.0,3300,0.1,766260.0,696600
TRX0004298,2023-07-14,BR007,PD008,43.0,11000,0.0,473000.0,365500
TRX0004299,2023-07-15,BR008,PD006,41.0,3500,0.0,143500.0,114800
TRX0004300,2023-07-15,BR008,PD021,39.0,3000,0.0,117000.0,85800
TRX0004301,2023-07-15,BR007,PD006,10.0,3500,0.0,35000.0,28000
TRX0004302,2023-07-15,BR005,PD001,325.0,22000,0.1,6435000.0,6012500
TRX0004303,2023-07-15,BR004,PD014,32.0,3300,0.0,105600.0,86400
TRX0004304,2023-07-15,BR006,PD006,69.0,3500,0.0,241500.0,193200
TRX0004305,2023-07-15,BR003,PD005,16.0,24000,0.0,384000.0,312000
TRX0004306,2023-07-15,BR001,PD014,44.0,3300,0.15,123420.0,118800
TRX0004307,2023-07-15,BR001,PD025,54.0,34000,0.0,1836000.0,1512000
TRX0004308,2023-07-15,BR007,PD001,21.0,22000,0.1,415800.0,388500
TRX0004309,2023-07-15,BR008,PD015,17.0,1800,0.0,30600.0,20400
TRX0004310,2023-07-15,BR002,PD013,32.0,14500,0.05,440800.0,368000
TRX0004311,2023-07-15,BR004,PD006,27.0,3500,0.0,94500.0,75600
TRX0004312,2023-07-15,BR004,PD022,9.0,45000,0.1,364500.0,342000
TRX0004313,2023-07-15,BR004,PD015,49.0,1800,0.1,79380.0,58800
TRX0004314,2023-07-16,BR003,PD002,37.0,15000,0.05,527250.0,444000
TRX0004315,2023-07-16,BR006,PD004,21.0,28000,0.0,588000.0,462000
TRX0004316,2023-07-16,BR001,PD022,3.0,45000,0.05,128250.0,114000
TRX0004317,2023-07-16,BR001,PD023,11.0,12000,0.1,118800.0,104500
TRX0004318,2023-07-16,BR004,PD019,46.0,2500,0.1,103500.0,82800
TRX0004319,2023-07-16,BR005,PD022,257.0,45000,0.0,11565000.0,9766000
TRX0004320,2023-07-16,BR002,PD005,48.0,24000,0.0,1152000.0,936000
TRX0004321,2023-07-16,BR002,PD007,1.0,3300,0.0,3300.0,2700
TRX0004322,2023-07-16,BR006,PD004,33.0,28000,0.0,924000.0,726000
TRX0004323,2023-07-16,BR005,PD001,555.0,22000,0.05,11599500.0,10267500
TRX0004324,2023-07-16,BR004,PD004,39.0,28000,0.0,1092000.0,858000
TRX0004325,2023-07-16,BR006,PD022,14.0,45000,0.0,630000.0,532000
TRX0004326,2023-07-16,BR002,PD021,1.0,3000,0.15,2550.0,2200
TRX0004327,2023-07-16,BR008,PD020,39.0,2200,0.15,72930.0,58500
TRX0004328,2023-07-16,BR001,PD019,33.0,2500,0.0,82500.0,59400
TRX0004329,2023-07-16,BR005,PD021,55.0,3000,0.0,165000.0,121000
TRX0004330,2023-07-16,BR006,PD015,331.0,1800,0.05,566010.0,397200
TRX0004331,2023-07-16,BR003,PD015,14.0,1800,0.0,25200.0,16800
TRX0004332,2023-07-16,BR004,PD007,55.0,3300,0.0,181500.0,148500
TRX0004333,2023-07-16,BR003,PD014,56.0,3300,0.15,157080.0,151200
TRX0004334,2023-07-16,BR002,PD019,33.0,2500,0.0,82500.0,59400
TRX0004335,2023-07-16,BR006,PD012,44.0,18500,0.0,814000.0,660000
TRX0004335,2023-07-16,BR006,PD012,44.0,18500,0.0,814000.0,660000
TRX0004336,2023-07-16,BR003,PD004,27.0,28000,0.0,756000.0,594000
TRX0004337,2023-07-17,BR008,PD022,5.0,45000,0.0,225000.0,190000
TRX0004338,2023-07-17,BR001,PD015,26.0,1800,0.0,46800.0,31200
TRX0004339,2023-07-17,BR007,PD001,49.0,22000,0.0,1078000.0,906500
TRX0004340,2023-07-17,BR006,PD024,3.0,92000,0.0,276000.0,234000
TRX0004341,2023-07-17,BR004,PD005,7.0,24000,0.0,168000.0,136500
TRX0004342,2023-07-17,BR001,PD024,49.0,92000,0.0,4508000.0,3822000
TRX0004343,2023-07-17,BR001,PD014,39.0,3300,0.0,128700.0,105300
TRX0004344,2023-07-17,BR005,PD016,1.0,11000,0.15,9350.0,8500
TRX0004345,2023-07-17,BR001,PD010,49.0,6500,0.0,318500.0,235200
TRX0004346,2023-07-17,BR001,PD014,17.0,3300,0.0,56100.0,45900
TRX0004347,2023-07-17,BR007,PD016,43.0,11000,0.0,473000.0,365500
TRX0004348,2023-07-17,BR001,PD019,25.0,2500,0.0,62500.0,45000
TRX0004349,2023-07-17,BR002,PD015,3.0,1800,0.0,5400.0,3600
TRX0004350,2023-07-17,BR001,PD025,15.0,34000,0.0,510000.0,420000
TRX0004351,2023-07-17,BR003,PD001,29.0,22000,0.05,606100.0,536500
TRX0004352,2023-07-17,BR001,PD010,43.0,6500,0.15,237575.0,206400
TRX0004353,2023-07-17,BR007,PD001,465.0,22000,0.0,10230000.0,8602500
TRX0004354,2023-07-17,BR002,PD014,331.0,3300,0.0,1092300.0,893700
TRX0004354,2023-07-17,BR002,PD014,331.0,3300,0.0,1092300.0,893700
TRX0004355,2023-07-17,BR002,PD005,16.0,24000,0.0,384000.0,312000
TRX0004356,2023-07-17,BR003,PD004,25.0,28000,0.0,700000.0,550000
TRX0004357,2023-07-17,BR007,PD006,28.0,3500,0.0,98000.0,78400
TRX0004358,2023-07-17,BR006,PD006,9.0,3500,0.05,29925.0,25200
TRX0004359,2023-07-17,BR008,PD018,1.0,3500,0.0,3500.0,2500
TRX0004360,2023-07-17,BR002,PD023,29.0,12000,0.0,348000.0,275500
TRX0004361,2023-07-17,BR005,PD009,22.0,2000,0.05,41800.0,33000
TRX0004362,2023-07-18,BR006,PD011,41.0,20000,0.0,820000.0,676500
TRX0004363,2023-07-18,BR002,PD025,7.0,34000,0.05,226100.0,196000
TRX0004364,2023-07-18,BR004,PD022,14.0,45000,0.1,567000.0,532000
TRX0004365,2023-07-18,BR008,PD021,29.0,3000,0.1,78300.0,63800
TRX0004366,2023-07-18,BR002,PD018,19.0,3500,0.0,66500.0,47500
TRX0004367,2023-07-18,BR002,PD007,19.0,3300,0.0,62700.0,51300
TRX0004368,2023-07-18,BR001,PD006,2.0,3500,0.0,7000.0,5600
TRX0004369,2023-07-18,BR004,PD009,41.0,2000,0.1,73800.0,61500
TRX0004370,2023-07-18,BR001,PD008,45.0,11000,0.1,445500.0,382500
TRX0004371,2023-07-18,BR002,PD021,15.0,3000,0.1,40500.0,33000
TRX0004372,2023-07-18,BR002,PD012,3.0,18500,0.05,52725.0,45000
TRX0004373,2023-07-18,BR002,PD016,188.0,11000,0.0,2068000.0,1598000
TRX0004374,2023-07-18,BR002,PD022,46.0,45000,0.0,2070000.0,1748000
TRX0004375,2023-07-18,BR008,PD005,30.0,24000,0.0,720000.0,585000
TRX0004376,2023-07-18,BR006,PD015,40.0,1800,0.0,72000.0,48000
TRX0004377,2023-07-18,BR002,PD014,18.0,3300,0.05,56430.0,48600
TRX0004378,2023-07-18,BR004,PD016,48.0,11000,0.0,528000.0,408000
TRX0004379,2023-07-18,BR004,PD025,2.0,34000,0.0,68000.0,56000
TRX0004380,2023-07-18,BR001,PD018,32.0,3500,0.05,106400.0,80000
TRX0004381,2023-07-18,BR008,PD008,8.0,11000,0.05,83600.0,68000
TRX0004382,2023-07-18,BR001,PD022,22.0,45000,0.05,940500.0,836000
TRX0004383,2023-07-18,BR006,PD025,6.0,34000,0.15,173400.0,168000
TRX0004384,2023-07-18,BR005,PD014,12.0,3300,0.15,33660.0,32400
TRX0004385,2023-07-18,BR001,PD001,47.0,22000,0.15,878900.0,869500
TRX0004386,2023-07-18,BR007,PD001,40.0,22000,0.0,880000.0,740000
